n_samples,n_features,wall_s,cpu_s,ram_change_gib,peak_gpu_gib,gpu_info,iter
750,250,82.93370223045349,83.60999999999876,0.0,0.0708956718444824,"GPU 0: util=23.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
750,500,83.08371806144714,83.83999999999924,0.0017776489257812,0.1021833419799804,"GPU 0: util=29.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
750,750,85.64789462089539,86.44000000000051,0.0004348754882812,0.1373968124389648,"GPU 0: util=32.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
750,1000,110.07986998558044,110.34000000000016,0.0002365112304687,0.1742453575134277,"GPU 0: util=4.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
1000,50,119.45850944519044,119.77999999999884,-0.0336036682128906,0.0527544021606445,"GPU 0: util=15.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
1000,100,116.75704097747804,117.01999999999862,0.0001182556152343,0.0606656074523925,"GPU 0: util=15.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
1000,250,119.65382790565492,119.83000000000176,0.0001182556152343,0.0826430320739746,"GPU 0: util=18.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
1000,500,127.4816792011261,127.72999999999956,0.0149345397949218,0.1225218772888183,"GPU 0: util=22.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
1000,750,129.70361351966858,129.97999999999956,0.0007476806640625,0.1627459526062011,"GPU 0: util=26.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
1000,1000,131.35266542434692,131.6700000000019,0.000579833984375,0.2021918296813964,"GPU 0: util=24.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",3
50,50,54.9020779132843,54.42000000000007,-0.0334358215332031,0.0362958908081054,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
50,100,54.91533660888672,54.42000000000007,0.0,0.0336313247680664,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
50,250,55.16518139839173,55.039999999999054,0.0,0.0446009635925293,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
50,500,55.959796667099,55.82999999999993,0.0,0.0615572929382324,"GPU 0: util=27.0%, mem=0.0/0.0GiB; GPU 1: util=0.0%, mem=0.0/0.0GiB",4
